journal_name,jif,jif_5yr,jif_quartile,category,issn,eissn
SIMULATION MODELLING PRACTICE AND THEORY,4.6,4.3,Q1,"COMPUTER SCIENCE, SOFTWARE ENGINEERING|Q1|32/131",1569-190X,1878-1462
Journal of Theoretical and Applied Electronic Commerce Research,4.6,5.1,Q2,BUSINESS|Q1|65/302,0718-1876,0718-1876
CANCER BIOLOGY & THERAPY,4.6,4.1,Q1,ONCOLOGY|Q2|86/322,1538-4047,1555-8576
EUROPEAN JOURNAL OF HUMAN GENETICS,4.6,4.8,Q1,GENETICS & HEREDITY|Q2|52/191,1018-4813,1476-5438
Exposure and Health,4.6,5.2,Q1,WATER RESOURCES|Q1|20/127,2451-9766,2451-9685
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,4.6,3.6,Q1,OPERATIONS RESEARCH & MANAGEMENT SCIENCE|Q1|17/106,0020-7721,1464-5319
Machine Learning-Science and Technology,4.6,6.1,Q1,MULTIDISCIPLINARY SCIENCES|Q1|15/134,N/A,2632-2153
Mineral Processing and Extractive Metallurgy Review,4.6,5.7,Q1,MINING & MINERAL PROCESSING|Q1|6/31,0882-7508,1547-7401
Regional Sustainability,4.6,5.1,Q1,ENVIRONMENTAL STUDIES|Q1|43/182,2097-0129,2666-660X
IEEE Transactions on Quantum Engineering,4.6,6.1,Q1,,N/A,2689-1808
ARTIFICIAL INTELLIGENCE,4.6,6.4,Q2,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|Q1|44/197",0004-3702,1872-7921
Frontiers in Endocrinology,4.6,5.2,Q1,ENDOCRINOLOGY & METABOLISM|Q2|51/186,1664-2392,1664-2392
Geoenergy Science and Engineering,4.6,4.6,Q1,,2949-8929,2949-8910
Endocrine Practice,4.6,4.1,Q1,ENDOCRINOLOGY & METABOLISM|Q2|62/186,1530-891X,1934-2403
Journal of Physical Chemistry Letters,4.6,5.1,Q1,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL|Q1|7/40",1948-7185,N/A
Nanomedicine-Nanotechnology Biology and Medicine,4.6,4.6,Q2,NANOSCIENCE & NANOTECHNOLOGY|Q2|64/140,1549-9634,1549-9642
INTERNATIONAL MARKETING REVIEW,4.6,6.2,Q2,BUSINESS|Q1|71/302,0265-1335,1758-6763
Materials Science in Additive Manufacturing,4.6,4.9,Q2,,N/A,2810-9635
Unconventional Resources,4.6,5.5,Q1,,N/A,2666-5190
ENDOCRINE-RELATED CANCER,4.6,4.2,Q1,ONCOLOGY|Q2|91/322,1351-0088,1479-6821
INTERNATIONAL JOURNAL OF REFRACTORY METALS & HARD MATERIALS,4.6,4.7,Q1,METALLURGY & METALLURGICAL ENGINEERING|Q1|16/90,0263-4368,2213-3917
ENVIRONMENTAL MODELLING & SOFTWARE,4.6,5.3,Q1,WATER RESOURCES|Q1|14/127,1364-8152,1873-6726
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA,4.6,6.0,Q1,ASTRONOMY & ASTROPHYSICS|Q1|18/84,1323-3580,1448-6083
ACTA MECHANICA SINICA,4.6,3.9,Q1,MECHANICS|Q1|32/170,0567-7718,1614-3116
JCO Oncology Practice,4.6,4.3,Q1,ONCOLOGY|Q1|73/322,2688-1527,2688-1535
MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING,4.6,4.2,Q2,"PHYSICS, CONDENSED MATTER|Q2|25/79",1369-8001,1873-4081
Fungal Biology Reviews,4.6,6.2,Q1,MYCOLOGY|Q1|5/33,1749-4613,1878-0253
Journal of Power Sources Advances,4.6,5.4,Q2,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q2|118/438",N/A,2666-2485
JOURNAL OF FOOD COMPOSITION AND ANALYSIS,4.6,4.6,Q2,FOOD SCIENCE & TECHNOLOGY|Q2|49/173,0889-1575,1096-0481
Biotechnology for Biofuels and Bioproducts,4.6,4.6,Q1,ENERGY & FUELS|Q3|96/170,N/A,2731-3654
Complex & Intelligent Systems,4.6,5.1,Q2,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|Q1|45/197",2199-4536,2198-6053
Frontiers in Toxicology,4.6,4.9,Q1,TOXICOLOGY|Q2|30/106,N/A,2673-3080
Journal of Industrial and Production Engineering,4.6,3.2,Q2,"ENGINEERING, INDUSTRIAL|Q2|20/69",2168-1015,2168-1023
SYNTHETIC METALS,4.6,3.9,Q2,POLYMER SCIENCE|Q2|30/94,0379-6779,0379-6779
EXPERT OPINION ON THERAPEUTIC PATENTS,4.6,5.3,Q1,PHARMACOLOGY & PHARMACY|Q1|32/354,1354-3776,1744-7674
MicrobiologyOpen,4.6,3.8,Q1,MICROBIOLOGY|Q2|56/161,2045-8827,2045-8827
Asia-Pacific Journal of Business Administration,4.6,4.5,Q2,BUSINESS|Q2|122/302,1757-4323,1757-4331
BMC Chemistry,4.6,4.9,Q2,"CHEMISTRY, MULTIDISCIPLINARY|Q2|71/230",N/A,2661-801X
Smart and Sustainable Built Environment,4.6,4.8,Q1,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY|Q3|57/91,2046-6099,2046-6102
PLOS Sustainability and Transformation,4.6,4.6,Q1,,N/A,2767-3197
Therapeutic Advances in Endocrinology and Metabolism,4.6,4.8,Q1,ENDOCRINOLOGY & METABOLISM|Q2|51/186,2042-0188,2042-0196
CURRENT ALLERGY AND ASTHMA REPORTS,4.6,5.1,Q2,IMMUNOLOGY|Q1|42/181,1529-7322,1534-6315
Human Resource Development Review,4.6,8.2,Q2,MANAGEMENT|Q1|93/401,1534-4843,1552-6712
World Journal of Diabetes,4.6,5.0,Q1,ENDOCRINOLOGY & METABOLISM|Q1|40/186,N/A,1948-9358
MACROMOLECULAR MATERIALS AND ENGINEERING,4.6,4.2,Q2,POLYMER SCIENCE|Q2|25/94,1438-7492,1439-2054
Materials Science and Engineering B-Advanced Functional Solid-State Materials,4.6,4.4,Q2,"PHYSICS, CONDENSED MATTER|Q2|27/79",0921-5107,1873-4944
MOLECULES,4.6,5.0,Q2,"CHEMISTRY, MULTIDISCIPLINARY|Q2|76/230",N/A,1420-3049
POWDER TECHNOLOGY,4.6,4.8,Q2,"ENGINEERING, CHEMICAL|Q2|44/170",0032-5910,1873-328X
Society and Business Review,4.6,3.4,Q2,BUSINESS|Q2|129/302,1746-5680,1746-5699
Recycling,4.6,4.9,Q3,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY|Q2|40/91,N/A,2313-4321
RSC Advances,4.6,4.3,Q2,"CHEMISTRY, MULTIDISCIPLINARY|Q2|79/230",N/A,2046-2069
CURRENT OPINION IN LIPIDOLOGY,4.6,4.1,Q1,PERIPHERAL VASCULAR DISEASE|Q1|19/96,0957-9672,1473-6535
Nanoscale Advances,4.6,5.1,Q2,NANOSCIENCE & NANOTECHNOLOGY|Q2|59/140,2516-0230,2516-0230
PROCEEDINGS OF THE JAPAN ACADEMY SERIES B-PHYSICAL AND BIOLOGICAL SCIENCES,4.6,4.1,Q1,MULTIDISCIPLINARY SCIENCES|Q1|20/134,0386-2208,1349-2896
Tissue Engineering Part B-Reviews,4.6,6.9,Q2,"MATERIALS SCIENCE, BIOMATERIALS|Q2|17/53",1937-3368,1937-3376
INTERNATIONAL ORGANIZATION,4.5,8.7,Q1,POLITICAL SCIENCE|Q1|2/317,0020-8183,1531-5088
JOURNAL OF SECOND LANGUAGE WRITING,4.5,6.3,Q1,LINGUISTICS|Q1|2/297,1060-3743,1873-1422
JOURNAL OF EUROPEAN PUBLIC POLICY,4.5,5.1,Q1,PUBLIC ADMINISTRATION|Q1|7/91,1350-1763,1466-4429
Thinking Skills and Creativity,4.5,4.9,Q1,EDUCATION & EDUCATIONAL RESEARCH|Q1|53/756,1871-1871,1878-0423
Perspectives on Politics,4.5,5.1,Q1,POLITICAL SCIENCE|Q1|27/317,1537-5927,1541-0986
JOURNAL OF RESEARCH IN SCIENCE TEACHING,4.5,5.4,Q1,EDUCATION & EDUCATIONAL RESEARCH|Q1|48/756,0022-4308,1098-2736
Journal of Family Theory & Review,4.5,5.2,Q1,FAMILY STUDIES|Q1|7/66,1756-2570,1756-2589
AMERICAN JOURNAL OF SPORTS MEDICINE,4.5,5.5,Q1,SPORT SCIENCES|Q1|9/127,0363-5465,1552-3365
Journal of Adolescent Health,4.5,5.9,Q1,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q1|30/403",1054-139X,1879-1972
HARMFUL ALGAE,4.5,5.9,Q1,MARINE & FRESHWATER BIOLOGY|Q1|4/119,1568-9883,1878-1470
Globalization and Health,4.5,6.1,Q1,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q1|27/403",N/A,1744-8603
Pediatric Critical Care Medicine,4.5,3.7,Q1,PEDIATRICS|Q1|12/186,1529-7535,1947-3893
BEHAVIOUR RESEARCH AND THERAPY,4.5,5.0,Q1,"PSYCHOLOGY, CLINICAL|Q1|20/180",0005-7967,1873-622X
World Journal of Pediatrics,4.5,4.6,Q1,PEDIATRICS|Q1|6/186,1708-8569,1867-0687
Agricultural and Food Economics,4.5,4.7,Q1,ECONOMICS|Q1|76/597,N/A,2193-7532
European Stroke Journal,4.5,5.9,Q1,PERIPHERAL VASCULAR DISEASE|Q1|9/96,2396-9873,2396-9881
JOURNAL OF ANXIETY DISORDERS,4.5,6.4,Q1,"PSYCHOLOGY, CLINICAL|Q1|11/180",0887-6185,1873-7897
AMERICAN JOURNAL OF PREVENTIVE MEDICINE,4.5,4.9,Q1,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q1|47/403",0749-3797,1873-2607
NEUROIMAGE,4.5,5.9,Q1,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING|Q1|22/204",1053-8119,1095-9572
BJS Open,4.5,4.3,Q1,SURGERY|Q1|31/290,2474-9842,2474-9842
Journal of Commodity Markets,4.5,4.0,Q1,ECONOMICS|Q1|88/597,2405-8513,2405-8505
BMC BIOLOGY,4.5,5.4,Q1,BIOLOGY|Q1|15/109,N/A,1741-7007
PHYSICS LETTERS B,4.5,4.2,Q1,"PHYSICS, PARTICLES & FIELDS|Q1|7/30",0370-2693,1873-2445
PROCEEDINGS OF THE NUTRITION SOCIETY,4.5,8.3,Q1,NUTRITION & DIETETICS|Q1|6/114,0029-6651,1475-2719
Asia-Pacific Journal of Ophthalmology,4.5,4.4,Q1,OPHTHALMOLOGY|Q1|13/95,N/A,2162-0989
European Urology Open Science,4.5,4.0,Q1,UROLOGY & NEPHROLOGY|Q1|24/126,2666-1691,2666-1683
Insights into Imaging,4.5,5.3,Q1,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING|Q1|30/204",1869-4101,1869-4101
One Health,4.5,4.7,Q1,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q1|53/403",N/A,2352-7714
JOURNAL OF THE AMERICAN GERIATRICS SOCIETY,4.5,5.3,Q1,GERONTOLOGY|Q1|7/47,0002-8614,1532-5415
Asia Pacific Journal of Human Resources,4.5,4.2,Q1,MANAGEMENT|Q2|125/401,1038-4111,1744-7941
Brain Communications,4.5,4.7,Q1,NEUROSCIENCES|Q2|80/310,N/A,2632-1297
MOLECULAR PHARMACEUTICS,4.5,4.7,Q1,PHARMACOLOGY & PHARMACY|Q1|60/354,1543-8384,1543-8392
IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS,4.5,4.7,Q1,"ENGINEERING, MULTIDISCIPLINARY|Q1|24/179",0093-9994,1939-9367
Current Plant Biology,4.5,5.4,Q1,PLANT SCIENCES|Q1|27/265,N/A,2214-6628
NDT & E INTERNATIONAL,4.5,4.8,Q1,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING|Q1|5/38",0963-8695,1879-1174
PEDIATRIC ALLERGY AND IMMUNOLOGY,4.5,4.5,Q1,PEDIATRICS|Q1|10/186,0905-6157,1399-3038
JOURNAL OF INFECTIOUS DISEASES,4.5,4.5,Q1,MICROBIOLOGY|Q1|29/161,0022-1899,1537-6613
ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,4.5,4.4,Q1,PHARMACOLOGY & PHARMACY|Q1|78/354,0066-4804,1098-6596
BIOELECTROCHEMISTRY,4.5,4.4,Q1,ELECTROCHEMISTRY|Q2|14/45,1567-5394,1878-562X
PLANT CELL REPORTS,4.5,6.1,Q1,PLANT SCIENCES|Q1|29/265,0721-7714,1432-203X
JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,4.5,6.3,Q1,NEUROSCIENCES|Q1|54/310,0271-678X,1559-7016
GENE THERAPY,4.5,4.8,Q1,"MEDICINE, RESEARCH & EXPERIMENTAL|Q2|49/189",0969-7128,1476-5462
International Braz J Urol,4.5,2.9,Q1,UROLOGY & NEPHROLOGY|Q1|28/126,1677-5538,1677-6119
Journal of Eating Disorders,4.5,4.5,Q1,"PSYCHOLOGY, CLINICAL|Q1|28/180",2050-2974,2050-2974
Algal Research-Biomass Biofuels and Bioproducts,4.5,5.1,Q1,BIOTECHNOLOGY & APPLIED MICROBIOLOGY|Q1|31/174,2211-9264,2211-9264
COASTAL ENGINEERING,4.5,5.0,Q1,"ENGINEERING, OCEAN|Q1|4/18",0378-3839,1872-7379
IEEE ELECTRON DEVICE LETTERS,4.5,4.6,Q2,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q2|94/352",0741-3106,1558-0563
Array,4.5,5.1,Q1,"COMPUTER SCIENCE, THEORY & METHODS|Q2|52/143",2590-0056,2590-0056
International Journal of Disaster Risk Reduction,4.5,5.1,Q1,WATER RESOURCES|Q1|25/127,2212-4209,2212-4209
Journal of Management Analytics,4.5,5.8,Q1,"SOCIAL SCIENCES, MATHEMATICAL METHODS|Q1|7/67",2327-0012,2327-0039
BIPOLAR DISORDERS,4.5,4.9,Q1,PSYCHIATRY|Q1|35/276,1398-5647,1399-5618
Molecular Oncology,4.5,5.7,Q2,ONCOLOGY|Q1|67/322,1574-7891,1878-0261
IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES,4.5,5.0,Q2,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q2|94/352",0018-9480,1557-9670
Extreme Mechanics Letters,4.5,5.1,Q1,MECHANICS|Q1|24/170,2352-4316,2352-4316
Frontiers in Aging Neuroscience,4.5,4.9,Q1,NEUROSCIENCES|Q2|80/310,1663-4365,1663-4365
IEEE SENSORS JOURNAL,4.5,4.7,Q1,"PHYSICS, APPLIED|Q2|48/179",1530-437X,1558-1748
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,4.5,4.7,Q2,"ENGINEERING, BIOMEDICAL|Q2|36/122",0018-9294,1558-2531
Cell Reports Methods,4.5,4.8,Q1,CELL BIOLOGY|Q2|81/205,2667-2375,2667-2375
Frontiers in Microbiology,4.5,5.2,Q1,MICROBIOLOGY|Q2|53/161,N/A,1664-302X
Food and Energy Security,4.5,5.4,Q1,FOOD SCIENCE & TECHNOLOGY|Q2|49/173,2048-3694,2048-3694
POLYMER,4.5,4.3,Q2,POLYMER SCIENCE|Q2|27/94,0032-3861,1873-2291
Asian Journal of Psychiatry,4.5,4.6,Q1,PSYCHIATRY|Q1|62/276,1876-2018,1876-2026
JOURNAL OF BIOMEDICAL INFORMATICS,4.5,7.7,Q2,MEDICAL INFORMATICS|Q2|14/44,1532-0464,1532-0480
JOURNAL OF MOLECULAR BIOLOGY,4.5,4.9,Q2,BIOCHEMISTRY & MOLECULAR BIOLOGY|Q1|70/313,0022-2836,1089-8638
CLINICS IN CHEST MEDICINE,4.5,5.6,Q1,RESPIRATORY SYSTEM|Q2|40/100,0272-5231,1557-8216
Artificial Cells Nanomedicine and Biotechnology,4.5,4.5,Q1,"MATERIALS SCIENCE, BIOMATERIALS|Q2|22/53",2169-1401,2169-141X
Climate Services,4.5,4.6,Q1,METEOROLOGY & ATMOSPHERIC SCIENCES|Q2|30/110,2405-8807,2405-8807
ANNALS OF OPERATIONS RESEARCH,4.5,4.6,Q1,OPERATIONS RESEARCH & MANAGEMENT SCIENCE|Q1|23/106,0254-5330,1572-9338
Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies-IMWUT,4.5,N/A,Q1,TELECOMMUNICATIONS|Q2|44/119,N/A,2474-9567
Project Leadership and Society,4.5,5.1,Q1,,N/A,2666-7215
Brain Informatics,4.5,N/A,Q1,,2198-4018,2198-4026
Chinese Journal of Mechanical Engineering,4.5,4.7,Q1,"ENGINEERING, MECHANICAL|Q1|31/180",1000-9345,2192-8258
GENES AND IMMUNITY,4.5,4.2,Q1,IMMUNOLOGY|Q2|47/181,1466-4879,1476-5470
Elementa-Science of the Anthropocene,4.5,4.5,Q1,METEOROLOGY & ATMOSPHERIC SCIENCES|Q1|21/110,2325-1026,2325-1026
mLife,4.5,4.5,Q1,MICROBIOLOGY|Q1|39/161,2097-1699,2770-100X
Remote Sensing Applications-Society and Environment,4.5,4.9,Q2,REMOTE SENSING|Q2|21/62,2352-9385,2352-9385
APL Materials,4.5,5.4,Q2,"PHYSICS, APPLIED|Q1|42/179",2166-532X,2166-532X
MITOCHONDRION,4.5,4.2,Q1,GENETICS & HEREDITY|Q1|44/191,1567-7249,1872-8278
Nanomanufacturing and Metrology,4.5,N/A,Q1,,2520-811X,2520-8128
Journal of Services Marketing,4.5,5.3,Q2,BUSINESS|Q2|104/302,0887-6045,0887-6045
Materials Today Communications,4.5,4.3,Q2,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q2|176/438",N/A,2352-4928
JOURNAL OF MATERIALS SCIENCE-MATERIALS IN MEDICINE,4.5,4.5,Q2,"MATERIALS SCIENCE, BIOMATERIALS|Q2|25/53",0957-4530,1573-4838
Pharmaceutical Medicine,4.5,3.0,Q1,PHARMACOLOGY & PHARMACY|Q2|126/354,1178-2595,1179-1993
JBI Evidence Synthesis,4.5,5.0,Q1,HEALTH CARE SCIENCES & SERVICES|Q3|120/174,N/A,2689-8381
Antibody Therapeutics,4.5,N/A,Q2,,N/A,2516-4236
NUTRITION RESEARCH REVIEWS,4.5,6.6,Q1,NUTRITION & DIETETICS|Q1|17/114,0954-4224,1475-2700
Waste Disposal & Sustainable Energy,4.5,4.5,Q2,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY|Q3|52/91,2524-7980,2524-7891
Frontiers of Chemical Science and Engineering,4.5,4.2,Q2,"ENGINEERING, CHEMICAL|Q2|46/170",2095-0179,2095-0187
PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY,4.5,3.7,Q1,BIOPHYSICS|Q2|21/77,0079-6107,1873-1732
Discover Nano,4.5,4.5,Q2,,N/A,2731-9229
Prosthesis,4.5,4.0,Q2,"MATERIALS SCIENCE, BIOMATERIALS|Q4|40/53",N/A,2673-1592
Research and Reports in Tropical Medicine,4.5,5.0,Q2,"MEDICINE, RESEARCH & EXPERIMENTAL|Q2|87/189",1179-7282,1179-7282
Reviews of Modern Plasma Physics,4.5,N/A,Q1,,2367-3192,2367-3192
International Journal of Biomaterials,4.5,4.5,Q2,"MATERIALS SCIENCE, BIOMATERIALS|Q3|38/53",1687-8787,1687-8795
REVIEWS ON ENVIRONMENTAL HEALTH,4.5,4.8,Q1,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|114/403",0048-7554,2191-0308
Oxford Open Materials Science,4.5,4.0,Q2,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q3|220/438",2633-6979,2633-6979
Nucleus,4.5,3.7,Q2,CELL BIOLOGY|Q3|139/205,1949-1034,1949-1042
CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,4.4,4.7,Q1,SURGERY|Q1|23/290,0009-921X,1528-1132
Annals of the International Communication Association,4.4,N/A,Q1,,2380-8985,2380-8977
JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,4.4,4.6,Q1,SURGERY|Q1|16/290,0022-5223,1097-685X
International Journal of Clinical and Health Psychology,4.4,5.0,Q1,"PSYCHOLOGY, CLINICAL|Q1|9/180",1697-2600,2174-0852
Journal of University Teaching and Learning Practice,4.4,3.1,Q1,EDUCATION & EDUCATIONAL RESEARCH|Q2|193/756,1449-9789,1449-9789
Knee Surgery & Related Research,4.4,3.8,Q1,SURGERY|Q1|24/290,N/A,2234-2451
Animal Microbiome,4.4,4.9,Q1,VETERINARY SCIENCES|Q1|5/167,N/A,2524-4671
MATHEMATICS AND COMPUTERS IN SIMULATION,4.4,3.9,Q1,"MATHEMATICS, APPLIED|Q1|4/331",0378-4754,1872-7166
Psychosocial Intervention,4.4,4.6,Q1,"PSYCHOLOGY, MULTIDISCIPLINARY|Q1|27/218",1132-0559,2173-4712
Forest Ecosystems,4.4,5.0,Q1,FORESTRY|Q1|5/89,2095-6355,2197-5620
JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,4.4,5.0,Q1,"PSYCHOLOGY, DEVELOPMENTAL|Q1|15/91",1537-4416,1537-4424
Journal of Integrative Agriculture,4.4,4.8,Q1,"AGRICULTURE, MULTIDISCIPLINARY|Q1|11/89",2095-3119,2352-3425
MEDICAL TEACHER,4.4,5.3,Q1,HEALTH CARE SCIENCES & SERVICES|Q1|37/174,0142-159X,1466-187X
INTERNATIONAL JOURNAL OF DRUG POLICY,4.4,4.6,Q1,SUBSTANCE ABUSE|Q1|4/55,0955-3959,1873-4758
INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH,4.4,4.9,Q1,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q1|43/403",1438-4639,1618-131X
JOURNAL OF SAFETY RESEARCH,4.4,4.7,Q1,TRANSPORTATION|Q2|18/57,0022-4375,1879-1247
EPIDEMIOLOGY,4.4,4.9,Q1,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q1|40/403",1044-3983,1531-5487
Journal of Outdoor Recreation and Tourism-Research Planning and Management,4.4,4.4,Q1,"HOSPITALITY, LEISURE, SPORT & TOURISM|Q1|29/139",2213-0780,2213-0799
APPLIED OCEAN RESEARCH,4.4,4.6,Q1,OCEANOGRAPHY|Q1|5/65,0141-1187,1879-1549
JOURNAL OF PHYSIOLOGY-LONDON,4.4,5.0,Q1,PHYSIOLOGY|Q1|10/85,0022-3751,1469-7793
BJU INTERNATIONAL,4.4,4.6,Q1,UROLOGY & NEPHROLOGY|Q1|19/126,1464-4096,1464-410X
IEEE INTERNET COMPUTING,4.4,3.7,Q1,"COMPUTER SCIENCE, SOFTWARE ENGINEERING|Q1|28/131",1089-7801,1941-0131
JOURNAL OF DAIRY SCIENCE,4.4,4.4,Q1,FOOD SCIENCE & TECHNOLOGY|Q2|57/173,0022-0302,1525-3198
ACCOUNTING REVIEW,4.4,6.2,Q1,"BUSINESS, FINANCE|Q1|32/231",0001-4826,1558-7967
Plant Methods,4.4,5.7,Q1,PLANT SCIENCES|Q1|33/265,N/A,1746-4811
RHEUMATOLOGY,4.4,5.0,Q1,RHEUMATOLOGY|Q1|9/57,1462-0324,1462-0332
Journal of Marine Engineering and Technology,4.4,3.6,Q1,"ENGINEERING, MARINE|Q1|3/25",2046-4177,2056-8487
SEMINARS IN ARTHRITIS AND RHEUMATISM,4.4,5.0,Q1,RHEUMATOLOGY|Q1|10/57,0049-0172,1532-866X
"Alzheimer's & Dementia: Diagnosis, Assessment & Disease Monitoring",4.4,4.9,Q1,NEUROSCIENCES|Q2|86/310,N/A,2352-8729
HEART,4.4,5.0,Q1,CARDIAC & CARDIOVASCULAR SYSTEMS|Q1|38/220,1355-6037,1468-201X
TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,4.4,5.2,Q1,TRANSPORTATION|Q2|24/57,1369-8478,1873-5517
BIOLOGICAL CONSERVATION,4.4,6.0,Q1,ENVIRONMENTAL SCIENCES|Q1|84/358,0006-3207,1873-2917
Antimicrobial Resistance and Infection Control,4.4,5.5,Q1,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q1|39/403",2047-2994,2047-2994
JOURNAL OF PLANT GROWTH REGULATION,4.4,4.9,Q1,PLANT SCIENCES|Q1|48/265,0721-7595,1435-8107
Research in Transportation Business and Management,4.4,4.6,Q2,TRANSPORTATION|Q2|16/57,2210-5395,2210-5409
Clinical Epigenetics,4.4,5.8,Q1,ONCOLOGY|Q1|70/322,1868-7075,1868-7083
TQM Journal,4.4,N/A,Q2,MANAGEMENT|Q2|131/401,1754-2731,1754-274X
Atmospheric Research,4.4,4.8,Q2,METEOROLOGY & ATMOSPHERIC SCIENCES|Q1|22/110,0169-8095,1873-2895
Grey Systems-Theory and Application,4.4,2.9,Q1,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS|Q1|20/135",2043-9377,2043-9385
IEEE TRANSACTIONS ON NANOBIOSCIENCE,4.4,3.5,Q1,NANOSCIENCE & NANOTECHNOLOGY|Q3|73/140,1536-1241,1558-2639
Transplantation and Cellular Therapy,4.4,4.3,Q1,TRANSPLANTATION|Q1|7/31,2666-6375,2666-6367
Water Biology and Security,4.4,4.4,Q1,MARINE & FRESHWATER BIOLOGY|Q1|6/119,2097-4132,2772-7351
JOURNAL OF GEOTECHNICAL AND GEOENVIRONMENTAL ENGINEERING,4.4,4.9,Q1,"GEOSCIENCES, MULTIDISCIPLINARY|Q1|45/253",1090-0241,1943-5606
LUNG CANCER,4.4,4.5,Q1,RESPIRATORY SYSTEM|Q1|20/100,0169-5002,1872-8332
Mycology-An International Journal On Fungal Biology,4.4,5.0,Q1,MYCOLOGY|Q1|7/33,2150-1203,2150-1211
Qualitative Research in Psychology,4.4,99.2,Q1,"PSYCHOLOGY, MULTIDISCIPLINARY|Q1|24/218",1478-0887,1478-0895
Journal of Xenobiotics,4.4,5.7,Q1,TOXICOLOGY|Q1|6/106,2039-4705,2039-4713
Probiotics and Antimicrobial Proteins,4.4,5.0,Q1,MICROBIOLOGY|Q2|43/161,1867-1306,1867-1314
Project Management Journal,4.4,5.7,Q2,MANAGEMENT|Q1|80/401,8756-9728,1938-9507
BMJ Health & Care Informatics,4.4,4.1,Q1,MEDICAL INFORMATICS|Q2|13/44,N/A,2632-1009
European Heart Journal - Digital Health,4.4,4.5,Q1,CARDIAC & CARDIOVASCULAR SYSTEMS|Q1|49/220,N/A,2634-3916
Annals of Hepatology,4.4,3.7,Q1,GASTROENTEROLOGY & HEPATOLOGY|Q2|40/143,1665-2681,1665-2681
Synthetic and Systems Biotechnology,4.4,4.5,Q1,BIOTECHNOLOGY & APPLIED MICROBIOLOGY|Q1|38/174,2405-805X,2405-805X
Benchmarking-An International Journal,4.4,5.1,Q2,MANAGEMENT|Q1|99/401,1463-5771,1758-4094
IEEE Systems Journal,4.4,4.4,Q1,TELECOMMUNICATIONS|Q2|36/119,1932-8184,1937-9234
Big Data and Cognitive Computing,4.4,4.2,Q1,"COMPUTER SCIENCE, THEORY & METHODS|Q1|25/143",N/A,2504-2289
Archives of Civil and Mechanical Engineering,4.4,4.2,Q1,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q2|145/438",1644-9665,2083-3318
IEEE Geoscience and Remote Sensing Letters,4.4,4.7,Q1,REMOTE SENSING|Q2|18/62,1545-598X,1558-0571
Meditari Accountancy Research,4.4,4.9,Q1,"BUSINESS, FINANCE|Q1|46/231",2049-372X,2049-3738
Journal of International Business Policy,4.4,7.4,Q2,BUSINESS|Q1|47/302,2522-0691,2522-0705
Molecular Diagnosis & Therapy,4.4,4.1,Q1,PHARMACOLOGY & PHARMACY|Q1|78/354,1177-1062,1179-2000
IEEE COMMUNICATIONS LETTERS,4.4,4.2,Q2,TELECOMMUNICATIONS|Q2|40/119,1089-7798,1558-2558
